Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier\n
Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier\n
Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier\n
Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier
GQR,03,KANSAS CITY,MO,LOC,6426,6808,5977,5500,CE,3,2710
GQZ,19L,CAMP SPRINGS,MD,GS,10623,12156,10501,15871,EA,1,2710
GQZ,19L,CAMP SPRINGS,MD,LOC,10299,10334,7128,20356,EA,1,2710
GRA,04,FAYETTEVILLE,NC,GS,3269,2773,2779,4425,SO,3,2710
GRA,04,FAYETTEVILLE,NC,LOC,2264,2561,2295,344,SO,3,2710
GRB,06,GREEN BAY,WI,GS,3292,3166,4446,11743,GL,3,2710
GRB,06,GREEN BAY,WI,LOC,7319,7639,7399,1161,GL,3,2710
GRI,35,GRAND ISLAND,NE,GS,3067,1899,2411,4228,CE,3,2710
GRI,35,GRAND ISLAND,NE,LOC,3754,5323,5335,148,CE,3,2710
GRR,26L,GRAND RAPIDS,MI,GS,12628,13033,12550,1067,GL,3,2710
GRR,26L,GRAND RAPIDS,MI,LOC,1722,3014,3068,1401,GL,3,2710
GSH,27,GOSHEN,IN,GS,95599,116349,142917,965,GL,X,2710
GSH,27,GOSHEN,IN,LOC,115016,127548,172041,965,GL,X,2710
GSN,07,SAIPAN OBYAN,CQ,GS,3272,3765,3006,1655,WP,3,2710
GSN,07,SAIPAN OBYAN,CQ,LOC,3343,3446,3030,1655,WP,3,2710
GSO,14,GREENSBORO,NC,GS,55266,56150,20162,125475,SO,,2710
GSO,14,GREENSBORO,NC,LOC,30037,30281,7557,113892,SO,X,2710
GSP,04,GREER,SC,GS,21993,21817,14397,39893,SO,3,2710
GSP,04,GREER,SC,LOC,12206,13787,13740,25467,SO,3,2710
GTR,18,COLUMBUS,MS,GS,6429,7302,6091,5238,SO,3,2710
GTR,18,COLUMBUS,MS,LOC,12357,17910,20161,675,SO,3,2710
GUC,06,GUNNISON,CO,GS,5900,6243,5711,1565,NM,3,2710
GUC,06,GUNNISON,CO,LOC,3008,3357,1159,9247,NM,3,2710
GUH,31,ST AUGUSTINE,FL,GS,4472,0,5786,6654,SO,X,2710
GUH,31,ST AUGUSTINE,FL,LOC,54594,66129,78532,6718,SO,X,2710
GUM,06L,GUAM AGANA,GU,GS,5443,5006,2300,16104,WP,3,2710
GUM,06L,GUAM AGANA,GU,LOC,10195,10604,4638,27786,WP,3,2710
GUP,06,GALLUP,NM,LOC,27725,27924,21904,35476,SW,3,2710
GUT,10R,PITTSBURGH,PA,GS,14313,20953,18319,486,EA,2,2710
GUT,10R,PITTSBURGH,PA,LOC,6644,6955,6446,1039,EA,2,2710
GUW,24,ALLENTOWN,PA,GS,2808,3099,4104,1398,EA,3,2710
GUW,24,ALLENTOWN,PA,LOC,2351,728,4518,4336,EA,3,2710
GVK,02L,WEST CHICAGO,IL,GS,3409,3845,2865,5332,GL,3,2710
GVK,02L,WEST CHICAGO,IL,LOC,2459,2066,1699,4827,GL,3,2710
GVL,05,GAINESVILLE,GA,GS,9303,10618,10444,2501,SO,1,2710
GVL,05,GAINESVILLE,GA,LOC,20991,20833,15983,25108,SO,1,2710
GVQ,28,BATAVIA,NY,GS,13748,14835,13134,8120,EA,3,2710
GVQ,28,BATAVIA,NY,LOC,1472,1103,745,4517,EA,3,2710
GVT,17,GREENVILLE,TX,GS,60816,-1,-1,60816,SW,X,2710
GVT,17,GREENVILLE,TX,LOC,60816,-1,-1,60816,SW,X,2710
GWA,14,SPRINGFIELD,MO,GS,12259,11557,11566,17283,CE,3,2710
GWA,14,SPRINGFIELD,MO,LOC,3454,2837,1859,11890,CE,3,2710
GWB,27,AUBURN,IN,GS,4413,0,3279,6440,GL,3,2710
GWB,27,AUBURN,IN,LOC,20301,20752,16201,21819,GL,3,2710
GWO,18,GREENWOOD,MS,GS,1838,2246,1617,2355,SO,1,2710
GWO,18,GREENWOOD,MS,LOC,682,0,471,2501,SO,1,2710
GWQ,28R,SAN FRANCISCO,CA,GS,3095,1289,1182,9770,WP,1,2710
GWQ,28R,SAN FRANCISCO,CA,LOC,2987,1157,1485,8592,WP,1,2710
GXZ,26R,ATLANTA,GA,GS,22054,18764,14047,45652,SO,1,2710
GXZ,26R,ATLANTA,GA,LOC,22056,21640,13972,46035,SO,1,2710
GYH,05,GREENVILLE,SC,GS,19456,12156,18229,7831,SO,X,2710
GYH,05,GREENVILLE,SC,LOC,4619,4494,2915,8699,SO,X,2710
GYI,17L,SHERMAN-DENIS,TX,GS,94581,82620,174591,14571,SW,X,2710
GYI,17L,SHERMAN-DENIS,TX,LOC,189240,-1,-1,189240,SW,X,2710
GYY,30,GARY,IN,GS,10013,10449,7410,13061,GL,3,2710
GYY,30,GARY,IN,LOC,9749,6988,5058,26716,GL,3,2710
GZX,13,PEORIA,IL,GS,3001,2686,2306,3488,GL,3,2710
GZX,13,PEORIA,IL,LOC,2099,2525,1628,2408,GL,3,2710
HBJ,06,BURLINGTON,NC,GS,14267,17411,16827,17502,SO,3,2710
HBJ,06,BURLINGTON,NC,LOC,9627,10676,12654,17481,SO,3,2710
HBQ,01,ROME,GA,GS,9935,10881,4796,20213,SO,X,2710
HBQ,01,ROME,GA,LOC,222792,-1,-1,222792,SO,X,2710
HCE,36R,AUSTIN,TX,GS,13522,11004,20756,6287,SW,2,2710
HCE,36R,AUSTIN,TX,LOC,13522,0,25633,1411,SW,2,2710
HCV,05,CHARLESTON,WV,GS,3841,5172,5374,9396,EA,3,2710
HCV,05,CHARLESTON,WV,LOC,1461,1661,244,6221,EA,3,2710
HDN,10,HAYDEN,CO,GS,2145,2500,2279,1368,NM,3,2710
HDN,10,HAYDEN,CO,LOC,4252,2676,1721,12775,NM,1,2710
HEF,16L,MANASSAS,VA,GS,3140,2618,2028,5578,EA,3,2710
HEF,16L,MANASSAS,VA,LOC,2256,1681,533,8721,EA,3,2710
HEV,22,SHEBOYGAN,WI,GS,7843,7624,8125,6747,GL,3,2710
HEV,22,SHEBOYGAN,WI,LOC,22583,20830,10451,76494,GL,3,2710
HEW,17R,HOUSTON,TX,LOC,342576,-1,-1,342576,SW,X,2710
HEZ,13,NATCHEZ,MS,GS,12924,14170,13508,5285,SO,3,2710
HEZ,13,NATCHEZ,MS,LOC,5231,4879,4447,5285,SO,3,2710
HFD,02,HARTFORD,CT,LOC,7004,7667,6398,5812,NE,3,2710
HFE,28R,PITTSBURGH,PA,GS,35259,41159,26268,53716,EA,2,2710
HFE,28R,PITTSBURGH,PA,LOC,12707,13513,13142,411,EA,2,2710
HFW,08L,ATLANTA,GA,GS,28482,31067,28207,16468,SO,1,2710
HFW,08L,ATLANTA,GA,LOC,11151,10834,7901,16468,SO,1,2710
HGR,27,HAGERSTOWN,MD,GS,3202,3415,2471,3679,EA,3,2710
HGR,27,HAGERSTOWN,MD,LOC,5569,6465,5584,1057,EA,3,2710
HHR,25,HAWTHORNE,CA,LOC,8502,10958,10070,5379,WP,3,2710
HIB,31,HIBBING,MN,GS,3559,3697,3505,1946,GL,3,2710
HIB,31,HIBBING,MN,LOC,4096,3914,3875,1447,GL,3,2710
HIE,10,WHITEFIELD,NH,LOC,130772,109833,162053,68211,NE,,2710
HIH,23L,GREENSBORO,NC,GS,22126,21171,17166,33125,SO,3,2710
HIH,23L,GREENSBORO,NC,LOC,12440,12176,8055,24652,SO,3,2710
HIO,13R,HILLSBORO,OR,GS,6506,6657,6820,4031,NM,3,2710
HIO,13R,HILLSBORO,OR,LOC,1296,0,997,1928,NM,3,2710
HIQ,04L,JAMAICA,NY,GS,9955,11711,12936,774,EA,1,2710
HIQ,04L,JAMAICA,NY,LOC,15589,17343,11473,27985,EA,1,2710
HJT,04L,ROMULUS,MI,GS,13495,14272,12557,4700,GL,1,2710
HJT,04L,ROMULUS,MI,LOC,23291,23232,8677,74084,GL,1,2710
HKH,04R,CHICAGO,IL,GS,15617,17263,14684,5165,GL,1,2710
HKH,04R,CHICAGO,IL,LOC,15631,15108,11319,21580,GL,1,2710
HKY,24,HICKORY,NC,GS,6877,10357,15843,8213,SO,3,2710
HKY,24,HICKORY,NC,LOC,5093,5344,916,23669,SO,3,2710
HKZ,12R,MINNEAPOLIS,MN,GS,17365,17431,14877,17748,GL,1,2710
HKZ,12R,MINNEAPOLIS,MN,LOC,5525,6706,5819,238,GL,1,2710
HLG,03,WHEELING,WV,GS,1066,0,1943,2331,EA,3,2710
HLG,03,WHEELING,WV,LOC,4651,4791,4435,1183,EA,3,2710
HLN,27,HELENA,MT,GS,11312,10074,7779,20356,NM,3,2710
HLN,27,HELENA,MT,LOC,3328,3346,3265,5406,NM,3,2710
HNA,04L,CHICAGO,IL,LOC,42323,49143,34377,66162,GL,,2710
HNL,08L,OAHU HONOLULU,HI,GS,4809,6200,5432,4828,WP,1,2710
HNL,08L,OAHU HONOLULU,HI,LOC,6403,6847,5353,5564,WP,1,2710
HNQ,17,SHAWNEE,OK,GS,4817,8429,4207,3051,SW,3,2710
HNQ,17,SHAWNEE,OK,LOC,6167,5400,2855,17245,SW,3,2710
HNZ,06,OXFORD,NC,LOC,52107,53947,64707,1707,EA,X,2710
HOB,03,HOBBS,NM,GS,5937,6485,6208,821,SW,3,2710
HOB,03,HOBBS,NM,LOC,11015,11127,3755,36315,SW,3,2710
HOM,04,HOMER,AK,LOC,689,0,976,1664,AL,3,2710
HON,12,HURON,SD,GS,4675,3507,4429,6606,GL,3,2710
HON,12,HURON,SD,LOC,2172,2048,832,6867,GL,3,2710
HOT,05,HOT SPRINGS,AR,GS,1544,1212,1874,6866,SW,3,2710
HOT,05,HOT SPRINGS,AR,LOC,2853,1859,1446,8064,SW,3,2710
HOV,19R,WICHITA,KS,GS,4415,0,5338,7569,CE,3,2710
HOV,19R,WICHITA,KS,LOC,6003,4188,6509,2408,CE,3,2710
HOX,29,NEW ORLEANS,LA,GS,9930,10342,7757,11450,SW,2,2710
HOX,29,NEW ORLEANS,LA,LOC,5865,6037,2209,19548,SW,2,2710
HPF,18,HAMMOND,LA,GS,6927,7835,6903,3310,SW,2,2710
HPF,18,HAMMOND,LA,LOC,4320,4397,1990,12056,SW,2,2710
HPI,24L,CLEVELAND,OH,GS,15117,15230,10202,30557,GL,2,2710
HPI,24L,CLEVELAND,OH,LOC,16116,17172,12027,21803,GL,2,2710
HPN,16,WHITE PLAINS,NY,GS,5384,5399,5361,1969,EA,3,2710
HPN,16,WHITE PLAINS,NY,LOC,9574,10890,9050,8182,EA,3,2710
HQA,31,MIDDLETOWN,PA,GS,2343,2602,1004,8551,EA,3,2710
HQA,31,MIDDLETOWN,PA,LOC,155,267,115,222,EA,3,2710
HQB,24L,LOS ANGELES,CA,GS,6873,5695,2625,21346,WP,1,2710
HQB,24L,LOS ANGELES,CA,LOC,6609,6542,5398,6431,WP,1,2710
HQM,24,HOQUIAM,WA,GS,8266,8487,7170,5886,NM,3,2710
HQM,24,HOQUIAM,WA,LOC,2223,1486,1207,5160,NM,3,2710
HQW,28,SAGINAW,MI,GS,5180,8234,8188,337,GL,3,2710
HQW,28,SAGINAW,MI,LOC,14745,15228,15449,2029,GL,3,2710
HQZ,18,MESQUITE,TX,GS,110616,108900,159209,62022,SW,X,2710
HQZ,18,MESQUITE,TX,LOC,16687,10935,13676,23303,SW,X,2710
HRJ,05,ERWIN,NC,LOC,15486,15180,7305,47764,SO,3,2710
HRL,17R,HARLINGEN,TX,GS,5432,5694,5380,10301,SW,3,2710
HRL,17R,HARLINGEN,TX,LOC,1001,1050,857,3050,SW,3,2710
HRO,36,HARRISON,AR,GS,3934,4060,5208,9726,SW,3,2710
HRO,36,HARRISON,AR,LOC,21341,21759,16419,31476,SW,3,2710
HSA,18,BAY ST. LOUIS,MS,GS,17033,18240,18432,681,SO,3,2710
HSA,18,BAY ST. LOUIS,MS,LOC,1575,6468,6388,681,SO,3,2710
HSD,17,OKLAHOMA CITY,OK,LOC,68135,68681,45329,90941,CE,X,2710
HSP,25,HOT SPRINGS,VA,GS,11162,9441,6835,21943,EA,3,2710
HSP,25,HOT SPRINGS,VA,LOC,2042,2046,2011,3705,EA,3,2710
HSV,18R,HUNTSVILLE,AL,GS,16596,18539,18235,18769,SO,3,2710
HSV,18R,HUNTSVILLE,AL,LOC,12118,13744,11275,8766,SO,3,2710
HTS,12,HUNTINGTON,WV,GS,762,454,765,1128,EA,3,2710
HTS,12,HUNTINGTON,WV,LOC,1300,1286,2808,2669,EA,3,2710
HTY,20,HAYWARD,WI,GS,6197,6996,5108,8375,GL,3,2710
HTY,21,HAYWARD,WI,LOC,13039,22726,27867,1850,GL,3,2710
HUB,04,HOUSTON,TX,GS,21648,25243,23260,11143,SW,2,2710
HUB,04,HOUSTON,TX,LOC,3667,3969,4159,5354,SW,2,2710
HUF,05,TERRE HAUTE,IN,GS,2032,2075,1966,936,GL,3,2710
HUF,05,TERRE HAUTE,IN,LOC,1819,2191,233,7931,GL,3,2710
HUM,18,HOUMA,LA,GS,2253,3348,5252,582,SW,3,2710
HUM,18,HOUMA,LA,LOC,3837,8843,10300,392,SW,3,2710
HUT,13,HUTCHINSON,KS,GS,33843,35662,32221,19354,CE,3,2710
HUT,13,HUTCHINSON,KS,LOC,1066,1036,794,1514,CE,3,2710
HUU,03R,ROMULUS,MI,GS,5930,2653,3343,14666,GL,1,2710
HUU,03R,ROMULUS,MI,LOC,14135,13741,8939,27442,GL,1,2710
HUV,02,EASTMAN,GA,GS,45889,52269,68733,201,SO,X,2710
HUV,02,EASTMAN,GA,LOC,34415,35772,45820,201,SO,X,2710
HUX,35L,SACRAMENTO,CA,GS,3104,3951,10092,2519,WP,2,2710
HUX,35L,SACRAMENTO,CA,LOC,3103,288,9719,5666,WP,2,2710
HVC,26,HOPKINSVILLE,KY,LOC,362304,-1,-1,362304,SO,,2710
HVD,05,FORT WAYNE,IN,GS,17924,21497,19554,11794,GL,3,2710
HVD,05,FORT WAYNE,IN,LOC,7488,10158,11358,3222,GL,3,2710
HVN,02,NEW HAVEN,CT,GS,9517,10313,7108,22783,NE,3,2710
HVN,02,NEW HAVEN,CT,LOC,5778,6159,4150,8264,NE,3,2710
HWD,28L,HAYWARD,CA,LOC,19003,19735,15551,40806,WP,3,2710
HWG,12L,NO LAS VEGAS,NV,GS,8969,13357,15672,8240,WP,3,2710
HWG,12L,NO LAS VEGAS,NV,LOC,6532,5694,4917,8240,WP,3,2710
HWM,04L,WILMINGTON,OH,GS,157776,-1,-1,157776,GL,X,2710
HWM,04L,WILMINGTON,OH,LOC,78539,78965,59582,97495,GL,X,2710
HWV,06,SHIRLEY,NY,GS,4906,6072,5554,292,EA,1,2710
HWV,06,SHIRLEY,NY,LOC,8924,10283,11198,707,EA,1,2710
HWY,15,WARRENTON,VA,LOC,83208,-1,-1,83208,EA,X,2710
HXD,21,HILTON HEAD,SC,LOC,9803,9709,6563,16283,SO,3,2710
HYA,24,HYANNIS,MA,GS,4321,4603,3220,5598,NE,3,2710
HYA,24,HYANNIS,MA,LOC,2037,2332,2824,5598,NE,3,2710
HYS,34,HAYS,KS,GS,1696,1604,1591,3485,CE,3,2710
HYS,34,HAYS,KS,LOC,6736,7107,3254,24821,CE,3,2710
HYZ,31,THIEF RIVER,MN,GS,30203,30318,23836,35551,GL,2,2710
HYZ,31,THIEF RIVER,MN,LOC,7090,7367,6551,2740,GL,2,2710
HZK,09L,ATLANTA,GA,GS,62135,63147,8796,115473,SO,1,2710
HZK,09L,ATLANTA,GA,LOC,1703,1868,143,8007,SO,1,2710
HZL,28,HAZLETON,PA,LOC,14367,12684,11922,17265,EA,3,2710
HZR,36,NEW ROADS,LA,LOC,173832,-1,-1,173832,SW,X,2710
IAC,27L,CHICAGO,IL,GS,9143,10179,8605,9957,GL,1,2710
IAC,27L,CHICAGO,IL,LOC,7215,7200,5285,10082,GL,1,2710
IAD,01R,DULLES,VA,GS,5582,3850,5144,5523,EA,1,2710
IAD,01R,DULLES,VA,LOC,11061,10688,8695,11978,EA,1,2710
IAG,28R,NIAGARA FALLS,NY,GS,4624,4354,3100,9756,EA,3,2710
IAG,28R,NIAGARA FALLS,NY,LOC,2680,2979,2084,3010,EA,3,2710
IAH,08R,HOUSTON,TX,GS,7303,8495,7754,5249,SW,1,2710
IAH,08R,HOUSTON,TX,LOC,6748,7985,6924,2051,SW,1,2710
IAP,28R,PORTLAND,OR,GS,3100,3061,1545,7816,NM,2,2710
IAP,28R,PORTLAND,OR,LOC,7302,7704,8140,14617,NM,2,2710
IAS,07L,LOS ANGELES,CA,GS,2481,2367,2492,2164,WP,1,2710
IAS,07L,LOS ANGELES,CA,LOC,20155,20984,20575,2121,WP,1,2710
ICT,01R,WICHITA,KS,GS,4454,3896,4459,3697,CE,3,2710
ICT,01R,WICHITA,KS,LOC,2420,2736,1718,3511,CE,3,2710
IDA,21,IDAHO FALLS,ID,GS,5796,3913,4125,8428,NM,3,2710
IDA,21,IDAHO FALLS,ID,LOC,1811,2089,1480,1805,NM,3,2710
IDB,23R,GREENSBORO,NC,GS,20395,23421,16090,37614,SO,3,2710
IDB,23R,GREENSBORO,NC,LOC,17584,19385,14946,22233,SO,3,2710
IDI,28,INDIANA,PA,LOC,426552,-1,-1,426552,EA,,2710
IDN,32R,CHICAGO,IL,GS,18680,10418,6769,60157,GL,,2710
IDN,32R,CHICAGO,IL,LOC,19111,16820,3265,79236,GL,,2710
IDP,35,INDEPENDENCE,KS,GS,21873,20625,19285,15824,CE,3,2710
IDP,35,INDEPENDENCE,KS,LOC,6774,7437,6039,6222,CE,3,2710
IDR,31,WINDER,GA,GS,7885,7735,7546,4901,SO,1,2710
IDR,31,WINDER,GA,LOC,25148,19511,25120,25230,SO,1,2710
IER,35,NATCHITOCHES,LA,LOC,319944,-1,-1,319944,SW,X,2710
III,02,STURGEON BAY,WI,LOC,339648,-1,-1,339648,GL,,2710
IJD,27,WINDHAM,CT,LOC,26959,27276,5899,69078,NE,X,2710
IKK,04,KANKAKEE,IL,GS,9533,9877,7750,9249,GL,3,2710
IKK,04,KANKAKEE,IL,LOC,4965,3128,3811,9897,GL,3,2710
IKQ,19,MERIDIAN,MS,GS,11462,12211,11837,797,SO,3,2710
IKQ,19,MERIDIAN,MS,LOC,5651,10990,10533,797,SO,3,2710
IKX,33,WINDSOR LOCKS,CT,GS,8234,10052,11116,1687,NE,3,2710
IKX,33,WINDSOR LOCKS,CT,LOC,15734,16150,14293,8385,NE,3,2710
ILE,01,KILLEEN,TX,GS,18554,16546,4114,77263,SW,X,2710
ILE,01,KILLEEN,TX,LOC,20988,28355,24373,20022,SW,2,2710
ILG,01,NEW CASTLE,DE,GS,4694,4954,618,20676,EA,3,2710
ILG,01,NEW CASTLE,DE,LOC,2270,2142,992,6437,EA,3,2710
ILM,35,WILMINGTON,NC,GS,5600,6573,6224,1735,SO,3,2710
ILM,35,WILMINGTON,NC,LOC,3211,4234,2917,1495,SO,3,2710
ILN,22R,WILMINGTON,OH,GS,25856,24841,34047,17664,GL,X,2710
ILN,22R,WILMINGTON,OH,LOC,17232,22127,24958,1781,GL,X,2710
IMO,17,ASHEVILLE,NC,GS,13355,14038,13666,3995,SO,3,2710
IMO,17,ASHEVILLE,NC,LOC,895,0,816,1929,SO,3,2710
IMT,01,IRON MOUNTAIN,MI,GS,11958,5609,11765,2697,GL,3,2710
IMT,01,IRON MOUNTAIN,MI,LOC,6323,6269,3799,18532,GL,3,2710
INB,30,OAKLAND,CA,GS,15093,15415,15745,8955,WP,2,2710
INB,30,OAKLAND,CA,LOC,15095,14460,8601,36790,WP,2,2710
IND,05L,INDIANAPOLIS,IN,GS,16642,14762,7609,56448,GL,2,2710
IND,05L,INDIANAPOLIS,IN,LOC,18050,19032,18186,11153,GL,2,2710
INL,31,INT FALLS,MN,GS,12224,12590,3873,52373,GL,3,2710
INL,31,INT FALLS,MN,LOC,4685,5613,4461,3508,GL,3,2710
INN,30R,MINNEAPOLIS,MN,GS,5154,6567,5911,8328,GL,1,2710
INN,30R,MINNEAPOLIS,MN,LOC,26123,29852,28557,18821,GL,1,2710
INT,33,WINSTON SALEM,NC,GS,5569,4898,4968,5863,SO,3,2710
INT,33,WINSTON SALEM,NC,LOC,5576,7002,7299,1067,SO,3,2710
IPJ,23,LINCOLNTON,NC,GS,30323,31149,11969,48677,SO,X,2710
IPJ,23,LINCOLNTON,NC,LOC,64584,-1,-1,64584,SO,X,2710
IPT,27,WILLIAMSPORT,PA,GS,4650,4283,6251,1740,EA,3,2710
IPT,27,WILLIAMSPORT,PA,LOC,17620,19004,15251,19666,EA,3,2710
IRK,36,KIRKSVILLE,MO,GS,2949,4139,5743,1903,CE,3,2710
IRK,36,KIRKSVILLE,MO,LOC,18770,17555,12491,31397,CE,3,2710
ISM,15,KISSIMMEE,FL,GS,5727,6081,4794,10300,SO,3,2710
ISM,15,KISSIMMEE,FL,LOC,12387,11228,8538,20982,SO,3,2710
ISO,05,KINSTON,NC,GS,5883,6077,4860,5766,SO,3,2710
ISO,05,KINSTON,NC,LOC,27630,28131,27369,1349,SO,3,2710
ISP,06,ISLIP,NY,GS,5008,6003,5078,1352,EA,3,2710
ISP,06,ISLIP,NY,LOC,9830,9870,6626,28447,EA,3,2710
ISU,19R,DULLES,VA,GS,14994,15831,16393,20649,EA,1,2710
ISU,19R,DULLES,VA,LOC,10091,10161,10256,391,EA,1,2710
ITH,32,ITHACA,NY,GS,2703,4181,3751,1903,EA,3,2710
ITH,32,ITHACA,NY,LOC,710,480,1903,966,EA,3,2710
ITO,26,HAWAII HILO,HI,GS,2623,2932,3644,834,WP,3,2710
ITO,26,HAWAII HILO,HI,LOC,4826,5409,3886,5354,WP,3,2710
IUM,04R,OAHU HONOLULU,HI,GS,2545,2751,2549,739,WP,1,2710
IUM,04R,OAHU HONOLULU,HI,LOC,2379,2754,2360,739,WP,1,2710
IVI,06R,RYAN FIELD,AZ,GS,4914,4134,4962,1031,WP,3,2710
IVI,06R,RYAN FIELD,AZ,LOC,7202,7817,8067,1828,WP,3,2710
IWA,30C,WMS GATEWAY,AZ,GS,1629,2017,3032,1564,WP,3,2710
IWA,30C,WMS GATEWAY,AZ,LOC,12038,12459,4360,38640,WP,3,2710
IWD,27,IRONWOOD,MI,GS,5632,5847,5618,5888,GL,3,2710
IWD,27,IRONWOOD,MI,LOC,3197,4333,4184,3897,GL,3,2710
IWY,22L,JAMAICA,NY,GS,21560,21549,18779,21589,EA,1,2710
IWY,22L,JAMAICA,NY,LOC,15382,14892,6274,50453,EA,1,2710
IXD,36,OLATHE,KS,GS,2634,949,1203,11451,CE,3,2710
IXD,36,OLATHE,KS,LOC,2759,2876,2657,2236,CE,3,2710
IYA,16,ABBEVILLE,LA,LOC,88536,-1,-1,88536,SW,X,2710
IYQ,31,PETERSBURG,WV,LOC,3272,3188,2141,5671,EA,3,2710
IYV,04R,WILMINGTON,OH,GS,225696,-1,-1,225696,GL,X,2710
IYV,04R,WILMINGTON,OH,LOC,225696,-1,-1,225696,GL,X,2710
IYY,12,CHARLES CITY,IA,LOC,31606,31719,10334,118258,CE,3,2710
IZJ,10R,CHICAGO,IL,GS,37464,-1,-1,37464,GL,1,2710
IZJ,10R,CHICAGO,IL,LOC,18731,19676,4518,32944,GL,1,2710
IZK,22,WILKES-BARRE,PA,GS,3329,3075,3441,5410,EA,3,2710
IZK,22,WILKES-BARRE,PA,LOC,3519,3078,3974,1522,EA,3,2710
IZR,31L,SAN ANTONIO,TX,GS,3045,3714,3660,2885,SW,2,2710
IZR,31L,SAN ANTONIO,TX,LOC,4256,4324,3078,8717,SW,2,2710
JAC,19,JACKSON,WY,GS,4575,5700,5655,6989,NM,3,2710
JAC,19,JACKSON,WY,LOC,4580,6251,7480,644,NM,3,2710
JAE,13,HIBBING,MN,GS,30069,28156,33218,17474,GL,X,2710
JAE,13,HIBBING,MN,LOC,10499,9712,7013,17474,GL,X,2710
JAK,06,ST LOUIS,MO,GS,9582,7476,7761,17163,CE,2,2710
JAK,06,ST LOUIS,MO,LOC,6275,6822,6487,4085,CE,2,2710
JAN,16L,JACKSON,MS,GS,8809,16004,20165,2142,SO,3,2710
JAN,16L,JACKSON,MS,LOC,1672,0,1670,456,SO,3,2710
JAV,09R,CHICAGO,IL,GS,3100,2499,1707,7659,GL,1,2710
JAV,09R,CHICAGO,IL,LOC,2614,3009,266,11744,GL,1,2710
JAX,08,JACKSONVILLE,FL,GS,19698,21825,19879,14067,SO,3,2710
JAX,08,JACKSONVILLE,FL,LOC,9317,9852,8546,11744,SO,3,2710
JBD,05,LUMBERTON,NC,GS,70001,67255,59194,91616,EA,X,2710
JBD,05,LUMBERTON,NC,LOC,41962,41330,49002,13804,EA,X,2710
JBR,23,JONESBORO,AR,GS,4076,3044,5663,5180,SW,3,2710
JBR,23,JONESBORO,AR,LOC,8963,6043,7589,6939,SW,3,2710
JDL,08,JUNEAU,AK,LOC,20141,22231,27007,14451,AL,3,2710
JDP,27,COVINGTON,KY,GS,3838,2266,2971,5790,SO,2,2710
JDP,27,COVINGTON,KY,LOC,8998,8788,5091,20693,SO,2,2710
JDU,32R,BELLEVILLE,IL,GS,36941,37223,26290,53401,GL,2,2710
JDU,32R,BELLEVILLE,IL,LOC,21560,23160,16201,47365,GL,2,2710
JEF,30,JEFFERSON CTY,MO,GS,16425,18531,18416,14571,CE,3,2710
JEF,30,JEFFERSON CTY,MO,LOC,10406,12430,12245,13998,CE,3,2710
JFI,02,NEW ORLEANS,LA,GS,1852,2196,2968,1353,SW,2,2710
JFI,02,NEW ORLEANS,LA,LOC,2591,2682,942,9386,SW,2,2710
JFK,04R,JAMAICA,NY,GS,13681,14075,10678,20196,EA,1,2710
JFK,04R,JAMAICA,NY,LOC,17586,17620,12274,28654,EA,1,2710
JFX,27,JASPER,AL,GS,1291,1375,1874,3536,SO,3,2710
JFX,27,JASPER,AL,LOC,3532,3764,1826,15603,SO,3,2710
JFZ,25,RICHLANDS,VA,LOC,52198,41438,96210,8185,SO,X,2710
JHF,16,JACKSON,MS,GS,12386,12634,8047,21799,SO,3,2710
JHF,16,JACKSON,MS,LOC,7293,6358,4085,17961,SO,3,2710
JHW,25,JAMESTOWN,NY,GS,9361,8400,4698,26837,EA,3,2710
JHW,25,JAMESTOWN,NY,LOC,32801,32591,23014,52876,EA,3,2710
JHZ,17R,DAL-FT WORTH,TX,GS,4492,6169,7739,3169,SW,1,2710
JHZ,17R,DAL-FT WORTH,TX,LOC,7482,9107,12431,7512,SW,1,2710
JIM,27,MEMPHIS,TN,GS,920,100,746,1895,SO,1,2710
JIM,27,MEMPHIS,TN,LOC,7155,7878,7221,1895,SO,1,2710
JJC,36R,HUNTSVILLE,AL,GS,5335,8057,9068,3992,SO,3,2710
JJC,36R,HUNTSVILLE,AL,LOC,13397,13776,8064,26741,SO,3,2710
JJM,35R,LOUISVILLE,KY,GS,11980,10337,8980,18369,SO,2,2710
JJM,35R,LOUISVILLE,KY,LOC,16379,19729,20464,5207,SO,2,2710
JKA,27,GULF SHORES,AL,GS,9403,9610,7841,8962,SO,3,2710
JKA,27,GULF SHORES,AL,LOC,8409,9970,8699,8839,SO,3,2710
JKH,27,STEWART ARPT,NY,GS,10690,9778,13835,7544,EA,3,2710
JKH,27,STEWART ARPT,NY,LOC,5339,6536,6733,1157,EA,3,2710
JKI,22R,ROMULUS,MI,GS,3370,2654,3252,3608,GL,1,2710
JKI,22R,ROMULUS,MI,LOC,6919,7577,6390,3608,GL,1,2710
JLN,13,JOPLIN,MO,GS,2285,1073,1026,8070,CE,3,2710
